Date,Value
3/9/2018,0.723236515
3/8/2018,0.72027212
3/7/2018,0.720890714
3/6/2018,0.718435259
3/5/2018,0.72373446
3/2/2018,0.725471085
3/1/2018,0.727302605
2/28/2018,0.72388243
2/27/2018,0.718640761
2/26/2018,0.712824675
2/23/2018,0.715017481
2/22/2018,0.719639948
2/21/2018,0.718510396
2/20/2018,0.714489465
2/19/2018,0.71385979
2/16/2018,0.712475931
2/15/2018,0.709677419
2/14/2018,0.721088435
2/13/2018,0.721114084
2/12/2018,0.722498573
2/9/2018,0.723050599
2/8/2018,0.71427522
2/7/2018,0.71871454
2/6/2018,0.720942493
2/5/2018,0.711961415
2/2/2018,0.70325008
2/1/2018,0.702464082
1/31/2018,0.705707634
1/30/2018,0.707914017
1/29/2018,0.710396639
1/26/2018,0.702275651
1/25/2018,0.701523334
1/24/2018,0.70582092
1/23/2018,0.717038126
1/22/2018,0.719707492
1/19/2018,0.721052632
1/18/2018,0.7209481
1/17/2018,0.72578874
1/16/2018,0.726573998
1/15/2018,0.72528305
1/12/2018,0.733154816
1/11/2018,0.741241574
1/10/2018,0.739409606
1/9/2018,0.739775394
1/8/2018,0.738436482
1/5/2018,0.73792445
1/4/2018,0.738524658
1/3/2018,0.737253597
1/2/2018,0.737281392
12/29/2017,0.739789877
12/28/2017,0.743824367
12/27/2017,0.744791929
12/22/2017,0.747220113
12/21/2017,0.748486382
12/20/2017,0.745631068
12/19/2017,0.748540979
12/18/2017,0.747842306
12/15/2017,0.747526681
12/14/2017,0.744305614
12/13/2017,0.749020109
12/12/2017,0.748495665
12/11/2017,0.748134961
12/8/2017,0.745401124
12/7/2017,0.747225522
12/6/2017,0.747524752
12/5/2017,0.74434878
12/4/2017,0.739359461
12/1/2017,0.741396719
11/30/2017,0.742552114
11/29/2017,0.746537583
11/28/2017,0.753179677
11/27/2017,0.747782798
11/24/2017,0.750357834
11/23/2017,0.751223835
11/22/2017,0.755894119
11/21/2017,0.755231268
11/20/2017,0.754944402
11/17/2017,0.757821111
11/16/2017,0.757650157
11/15/2017,0.759375
11/14/2017,0.762750106
11/13/2017,0.763709677
11/10/2017,0.758280419
11/9/2017,0.762106621
11/8/2017,0.762769629
11/7/2017,0.761442657
11/6/2017,0.762640207
11/3/2017,0.762829201
11/2/2017,0.761614427
11/1/2017,0.752540475
10/31/2017,0.754880564
10/30/2017,0.757664485
10/27/2017,0.763748384
10/26/2017,0.757338552
10/25/2017,0.754204497
10/24/2017,0.759314684
10/23/2017,0.758858603
10/20/2017,0.758360129
10/19/2017,0.758957242
10/18/2017,0.759919993
10/17/2017,0.758125691
10/16/2017,0.751952893
10/13/2017,0.753429297
10/12/2017,0.76109143
10/11/2017,0.758326289
10/10/2017,0.757904552
10/9/2017,0.75936489
10/6/2017,0.764798838
10/5/2017,0.759265883
10/4/2017,0.753100874
10/3/2017,0.755492215
10/2/2017,0.752878065
9/29/2017,0.746891411
9/28/2017,0.744056716
9/27/2017,0.745805298
9/26/2017,0.744676338
9/25/2017,0.741029746
9/22/2017,0.737020316
9/21/2017,0.741201176
9/20/2017,0.738569168
9/19/2017,0.740243902
9/18/2017,0.738642451
